Benign,40,12,13.65,0,304.5,2064,51.6,12180,304.5,0,1083,4305,44,855,1185,100,751,140,412,406,82,119,82,0.039690223,0.057599226,0.039690223,5,6,30,1.25,1,0,1,1,5,3,7,0.024390244,0,0.024390244,0.024390244,0.12195122,0.073170732,0.170731707,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign
Benign,42,12,13.26190476,0,306.047619,2194,52.23809524,12854,306.047619,0,1148,4597,46,877,1234,105,780,142,437,403,79,119,79,0.036472761,0.054939982,0.036472761,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.095238095,0.047619048,0.142857143,138,395,222,26,27,118,0,125,88,0,8,Benign,Benign
Benign,44,18,10.47727273,0,244.4318182,1870,42.5,10756,250.1395349,0,807,3772,50,907,882,107,728,141,325,340,75,116,75,0.039808917,0.061571125,0.039808917,5,6,30,1.25,5,0,6,5,10,7,12,0.102040816,0,0.12244898,0.102040816,0.204081633,0.142857143,0.244897959,138,392,222,26,24,118,0,127,87,0,8,Benign,Benign
Benign,40,16,10.725,0,253.1,1746,43.65,10125,259.6153846,0,798,3501,44,847,818,99,718,127,306,322,72,109,72,0.040770102,0.061721404,0.040770102,3,4,18,1.5,11,0,12,11,16,13,18,0.215686275,0,0.235294118,0.215686275,0.31372549,0.254901961,0.352941176,138,392,222,26,24,118,0,127,87,0,8,Benign,Benign
Benign,40,12,13.725,0,301.525,2001,50.025,12061,301.525,0,1098,4428,44,767,1189,100,737,136,406,337,63,101,63,0.032192131,0.051609607,0.032192131,3,4,18,1.5,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign
Benign,41,13,13.14634146,0,293.8780488,2026,49.41463415,12049,293.8780488,0,1085,4420,45,776,1162,102,741,141,406,332,63,102,63,0.031786075,0.051463169,0.031786075,3,4,18,1.5,1,0,1,1,5,3,7,0.023809524,0,0.023809524,0.023809524,0.119047619,0.071428571,0.166666667,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign
Benign,43,14,12.65116279,0,285,2104,48.93023256,12255,285,0,1131,4359,47,820,1182,107,748,149,448,343,65,104,65,0.031676413,0.050682261,0.031676413,3,4,18,1.5,0,0,0,0,4,2,6,0,0,0,0,0.093023256,0.046511628,0.139534884,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign
Benign,40,12,13.2,0,299.9,2001,50.025,11996,299.9,0,1084,4421,44,767,1156,100,739,136,412,332,63,101,63,0.032192131,0.051609607,0.032192131,3,4,18,1.5,2,0,2,2,6,4,8,0.047619048,0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,395,222,26,27,118,0,124,88,0,8,Benign,Benign
Benign,42,12,12.85714286,0,290.3333333,2054,48.9047619,12194,290.3333333,0,1135,4364,46,813,1176,105,736,145,456,338,66,104,66,0.032950574,0.051922117,0.032950574,3,4,18,1.5,1,0,1,1,5,3,7,0.023255814,0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,395,222,26,27,118,0,123,88,0,8,Benign,Benign
Benign,45,18,10.57777778,0,253.4888889,1972,43.82222222,11410,271.6666667,0,901,3890,47,990,969,105,762,136,359,383,84,124,84,0.041958042,0.061938062,0.041958042,6,8,36,1.5,5,0,8,5,12,7,15,0.1,0,0.16,0.1,0.24,0.14,0.3,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign
Benign,45,18,10.84444444,0,255.7777778,1988,44.17777778,11511,261.6136364,0,884,3953,50,1034,949,110,748,141,374,383,83,125,83,0.04110946,0.061911838,0.04110946,6,8,36,1.5,10,0,11,10,15,12,17,0.181818182,0,0.2,0.181818182,0.272727273,0.218181818,0.309090909,138,392,222,26,24,118,0,126,87,0,8,Benign,Benign
Benign,44,12,12.59090909,0,286.7954545,2153,48.93181818,12619,286.7954545,0,1127,4682,48,791,1216,108,750,143,428,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0,0,0,0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign,Benign
